audio_ref_1_1,audio_ref_1_2,audio_1-1,audio_1-2,audio_1-3,audio_1-4,audio_1-5,audio_1-6,audio_1-7,audio_1-8,audio_1-9,text_1,audio_ref_2_1,audio_ref_2_2,audio_2-1,audio_2-2,audio_2-3,audio_2-4,audio_2-5,audio_2-6,audio_2-7,audio_2-8,audio_2-9,text_2,audio_ref_3_1,audio_ref_3_2,audio_3-1,audio_3-2,audio_3-3,audio_3-4,audio_3-5,audio_3-6,audio_3-7,audio_3-8,audio_3-9,text_3,audio_ref_4_1,audio_ref_4_2,audio_4-1,audio_4-2,audio_4-3,audio_4-4,audio_4-5,audio_4-6,audio_4-7,audio_4-8,audio_4-9,text_4
p362/ref/p362_126.wav,p362/ref/p362_097.wav,p362/libri_mask-FT/FT/p362_195-epoch=12-batch_idx=0.wav,p362/FT-mask/mask/p362_195-epoch=13-batch_idx=0.wav,p362/mask-FT/FT/p362_195-epoch=15-batch_idx=0.wav,p362/raw/p362_195.wav,p362/libri_mask-FT/libri_mask/p362_195-epoch=5-batch_idx=0.wav,p362/recon/p362_195.recon.wav,p362/joint/joint/p362_195-epoch=20-batch_idx=0.wav,p362/FT-mask/FT/p362_195-epoch=9-batch_idx=0.wav,p362/mask-FT/mask/p362_195-epoch=5-batch_idx=0.wav,i never had any real direction at school.,p244/ref/p244_204.wav,p244/ref/p244_042.wav,p244/raw/p244_088.wav,p244/mask-FT/mask/p244_088-epoch=5-batch_idx=0.wav,p244/libri_mask-FT/libri_mask/p244_088-epoch=5-batch_idx=0.wav,p244/mask-FT/FT/p244_088-epoch=6-batch_idx=0.wav,p244/recon/p244_088.recon.wav,p244/joint/joint/p244_088-epoch=13-batch_idx=0.wav,p244/libri_mask-FT/FT/p244_088-epoch=6-batch_idx=0.wav,p244/FT-mask/FT/p244_088-epoch=0-batch_idx=0.wav,p244/FT-mask/mask/p244_088-epoch=6-batch_idx=0.wav,"i am a soldier, a soldier, a soldier.",p333/ref/p333_387.wav,p333/ref/p333_357.wav,p333/libri_mask-FT/FT/p333_136-epoch=18-batch_idx=0.wav,p333/mask-FT/FT/p333_136-epoch=27-batch_idx=0.wav,p333/joint/joint/p333_136-epoch=9-batch_idx=0.wav,p333/raw/p333_136.wav,p333/FT-mask/FT/p333_136-epoch=4-batch_idx=0.wav,p333/FT-mask/mask/p333_136-epoch=8-batch_idx=0.wav,p333/mask-FT/mask/p333_136-epoch=5-batch_idx=0.wav,p333/recon/p333_136.recon.wav,p333/libri_mask-FT/libri_mask/p333_136-epoch=7-batch_idx=0.wav,you thought it was a headache.,p292/ref/p292_089.wav,p292/ref/p292_096.wav,p292/FT-mask/mask/p292_081-epoch=6-batch_idx=0.wav,p292/mask-FT/mask/p292_081-epoch=5-batch_idx=0.wav,p292/raw/p292_081.wav,p292/joint/joint/p292_081-epoch=5-batch_idx=0.wav,p292/recon/p292_081.recon.wav,p292/mask-FT/FT/p292_081-epoch=6-batch_idx=0.wav,p292/libri_mask-FT/FT/p292_081-epoch=10-batch_idx=0.wav,p292/libri_mask-FT/libri_mask/p292_081-epoch=9-batch_idx=0.wav,p292/FT-mask/FT/p292_081-epoch=0-batch_idx=0.wav,i can't believe she is dead.
p313/ref/p313_213.wav,p313/ref/p313_001.wav,p313/recon/p313_241.recon.wav,p313/mask-FT/mask/p313_241-epoch=5-batch_idx=0.wav,p313/mask-FT/FT/p313_241-epoch=6-batch_idx=0.wav,p313/FT-mask/FT/p313_241-epoch=0-batch_idx=0.wav,p313/joint/joint/p313_241-epoch=7-batch_idx=0.wav,p313/FT-mask/mask/p313_241-epoch=6-batch_idx=0.wav,p313/libri_mask-FT/FT/p313_241-epoch=6-batch_idx=0.wav,p313/libri_mask-FT/libri_mask/p313_241-epoch=5-batch_idx=0.wav,p313/raw/p313_241.wav,world leaders expressed their sympathy.,p301/ref/p301_391.wav,p301/ref/p301_201.wav,p301/libri_mask-FT/FT/p301_308-epoch=7-batch_idx=0.wav,p301/mask-FT/mask/p301_308-epoch=5-batch_idx=0.wav,p301/joint/joint/p301_308-epoch=5-batch_idx=0.wav,p301/FT-mask/FT/p301_308-epoch=0-batch_idx=0.wav,p301/raw/p301_308.wav,p301/libri_mask-FT/libri_mask/p301_308-epoch=6-batch_idx=0.wav,p301/recon/p301_308.recon.wav,p301/FT-mask/mask/p301_308-epoch=6-batch_idx=0.wav,p301/mask-FT/FT/p301_308-epoch=6-batch_idx=0.wav,they will have to make changes.,p270/ref/p270_056.wav,p270/ref/p270_036.wav,p270/recon/p270_147.recon.wav,p270/libri_mask-FT/libri_mask/p270_147-epoch=6-batch_idx=0.wav,p270/mask-FT/mask/p270_147-epoch=5-batch_idx=0.wav,p270/FT-mask/mask/p270_147-epoch=6-batch_idx=0.wav,p270/joint/joint/p270_147-epoch=5-batch_idx=0.wav,p270/raw/p270_147.wav,p270/mask-FT/FT/p270_147-epoch=6-batch_idx=0.wav,p270/FT-mask/FT/p270_147-epoch=0-batch_idx=0.wav,p270/libri_mask-FT/FT/p270_147-epoch=7-batch_idx=0.wav,"drugs are used a lot at the fishing, not just cannabis.",p233/ref/p233_237.wav,p233/ref/p233_113.wav,p233/mask-FT/mask/p233_105-epoch=5-batch_idx=0.wav,p233/libri_mask-FT/libri_mask/p233_105-epoch=7-batch_idx=0.wav,p233/joint/joint/p233_105-epoch=5-batch_idx=0.wav,p233/FT-mask/mask/p233_105-epoch=6-batch_idx=0.wav,p233/raw/p233_105.wav,p233/libri_mask-FT/FT/p233_105-epoch=8-batch_idx=0.wav,p233/FT-mask/FT/p233_105-epoch=0-batch_idx=0.wav,p233/mask-FT/FT/p233_105-epoch=6-batch_idx=0.wav,p233/recon/p233_105.recon.wav,he has become a monster.
p341/ref/p341_114.wav,p341/ref/p341_171.wav,p341/libri_mask-FT/libri_mask/p341_199-epoch=5-batch_idx=0.wav,p341/recon/p341_199.recon.wav,p341/raw/p341_199.wav,p341/FT-mask/FT/p341_199-epoch=0-batch_idx=0.wav,p341/joint/joint/p341_199-epoch=7-batch_idx=0.wav,p341/libri_mask-FT/FT/p341_199-epoch=6-batch_idx=0.wav,p341/FT-mask/mask/p341_199-epoch=5-batch_idx=0.wav,p341/mask-FT/mask/p341_199-epoch=5-batch_idx=0.wav,p341/mask-FT/FT/p341_199-epoch=6-batch_idx=0.wav,what's the big idea?,p288/ref/p288_305.wav,p288/ref/p288_171.wav,p288/libri_mask-FT/libri_mask/p288_217-epoch=6-batch_idx=0.wav,p288/joint/joint/p288_217-epoch=12-batch_idx=0.wav,p288/FT-mask/mask/p288_217-epoch=6-batch_idx=0.wav,p288/mask-FT/FT/p288_217-epoch=13-batch_idx=0.wav,p288/recon/p288_217.recon.wav,p288/FT-mask/FT/p288_217-epoch=1-batch_idx=0.wav,p288/libri_mask-FT/FT/p288_217-epoch=17-batch_idx=0.wav,p288/raw/p288_217.wav,p288/mask-FT/mask/p288_217-epoch=5-batch_idx=0.wav,a career as a doctor is on hold.,p231/ref/p231_172.wav,p231/ref/p231_411.wav,p231/libri_mask-FT/FT/p231_401-epoch=25-batch_idx=0.wav,p231/joint/joint/p231_401-epoch=15-batch_idx=0.wav,p231/libri_mask-FT/libri_mask/p231_401-epoch=6-batch_idx=0.wav,p231/recon/p231_401.recon.wav,p231/FT-mask/mask/p231_401-epoch=13-batch_idx=0.wav,p231/mask-FT/FT/p231_401-epoch=11-batch_idx=0.wav,p231/raw/p231_401.wav,p231/mask-FT/mask/p231_401-epoch=5-batch_idx=0.wav,p231/FT-mask/FT/p231_401-epoch=8-batch_idx=0.wav,she is in their hands.,p232/ref/p232_079.wav,p232/ref/p232_185.wav,p232/FT-mask/mask/p232_125-epoch=6-batch_idx=0.wav,p232/mask-FT/mask/p232_125-epoch=5-batch_idx=0.wav,p232/raw/p232_125.wav,p232/mask-FT/FT/p232_125-epoch=6-batch_idx=0.wav,p232/recon/p232_125.recon.wav,p232/libri_mask-FT/FT/p232_125-epoch=6-batch_idx=0.wav,p232/libri_mask-FT/libri_mask/p232_125-epoch=5-batch_idx=0.wav,p232/joint/joint/p232_125-epoch=5-batch_idx=0.wav,p232/FT-mask/FT/p232_125-epoch=0-batch_idx=0.wav,i'm so angry.
p361/ref/p361_349.wav,p361/ref/p361_089.wav,p361/FT-mask/mask/p361_092-epoch=6-batch_idx=0.wav,p361/libri_mask-FT/libri_mask/p361_092-epoch=6-batch_idx=0.wav,p361/recon/p361_092.recon.wav,p361/raw/p361_092.wav,p361/libri_mask-FT/FT/p361_092-epoch=7-batch_idx=0.wav,p361/mask-FT/mask/p361_092-epoch=5-batch_idx=0.wav,p361/joint/joint/p361_092-epoch=10-batch_idx=0.wav,p361/mask-FT/FT/p361_092-epoch=6-batch_idx=0.wav,p361/FT-mask/FT/p361_092-epoch=0-batch_idx=0.wav,i am delighted to hear this news.,p256/ref/p256_067.wav,p256/ref/p256_266.wav,p256/recon/p256_300.recon.wav,p256/raw/p256_300.wav,p256/libri_mask-FT/libri_mask/p256_300-epoch=10-batch_idx=0.wav,p256/FT-mask/FT/p256_300-epoch=0-batch_idx=0.wav,p256/mask-FT/mask/p256_300-epoch=5-batch_idx=0.wav,p256/libri_mask-FT/FT/p256_300-epoch=11-batch_idx=0.wav,p256/joint/joint/p256_300-epoch=7-batch_idx=0.wav,p256/FT-mask/mask/p256_300-epoch=5-batch_idx=0.wav,p256/mask-FT/FT/p256_300-epoch=6-batch_idx=0.wav,one was a lawyer.,p306/ref/p306_288.wav,p306/ref/p306_105.wav,p306/joint/joint/p306_182-epoch=6-batch_idx=0.wav,p306/mask-FT/FT/p306_182-epoch=6-batch_idx=0.wav,p306/FT-mask/mask/p306_182-epoch=6-batch_idx=0.wav,p306/FT-mask/FT/p306_182-epoch=0-batch_idx=0.wav,p306/libri_mask-FT/libri_mask/p306_182-epoch=5-batch_idx=0.wav,p306/libri_mask-FT/FT/p306_182-epoch=12-batch_idx=0.wav,p306/recon/p306_182.recon.wav,p306/mask-FT/mask/p306_182-epoch=5-batch_idx=0.wav,p306/raw/p306_182.wav,she is living proof of their expertise.,p293/ref/p293_160.wav,p293/ref/p293_036.wav,p293/mask-FT/mask/p293_020-epoch=6-batch_idx=0.wav,p293/FT-mask/mask/p293_020-epoch=6-batch_idx=0.wav,p293/recon/p293_020.recon.wav,p293/libri_mask-FT/FT/p293_020-epoch=6-batch_idx=0.wav,p293/FT-mask/FT/p293_020-epoch=0-batch_idx=0.wav,p293/joint/joint/p293_020-epoch=5-batch_idx=0.wav,p293/mask-FT/FT/p293_020-epoch=7-batch_idx=0.wav,p293/libri_mask-FT/libri_mask/p293_020-epoch=5-batch_idx=0.wav,p293/raw/p293_020.wav,many complicated ideas about the rainbow have been formed.
p312/ref/p312_405.wav,p312/ref/p312_313.wav,p312/recon/p312_212.recon.wav,p312/FT-mask/FT/p312_212-epoch=0-batch_idx=0.wav,p312/FT-mask/mask/p312_212-epoch=6-batch_idx=0.wav,p312/mask-FT/FT/p312_212-epoch=7-batch_idx=0.wav,p312/mask-FT/mask/p312_212-epoch=5-batch_idx=0.wav,p312/joint/joint/p312_212-epoch=10-batch_idx=0.wav,p312/libri_mask-FT/libri_mask/p312_212-epoch=6-batch_idx=0.wav,p312/raw/p312_212.wav,p312/libri_mask-FT/FT/p312_212-epoch=7-batch_idx=0.wav,but my daughter has got nothing.,p234/ref/p234_090.wav,p234/ref/p234_198.wav,p234/joint/joint/p234_235-epoch=5-batch_idx=0.wav,p234/raw/p234_235.wav,p234/FT-mask/mask/p234_235-epoch=6-batch_idx=0.wav,p234/libri_mask-FT/libri_mask/p234_235-epoch=6-batch_idx=0.wav,p234/libri_mask-FT/FT/p234_235-epoch=7-batch_idx=0.wav,p234/mask-FT/mask/p234_235-epoch=5-batch_idx=0.wav,p234/FT-mask/FT/p234_235-epoch=0-batch_idx=0.wav,p234/mask-FT/FT/p234_235-epoch=6-batch_idx=0.wav,p234/recon/p234_235.recon.wav,the conference is the first test.,p285/ref/p285_207.wav,p285/ref/p285_310.wav,p285/FT-mask/mask/p285_072-epoch=6-batch_idx=0.wav,p285/recon/p285_072.recon.wav,p285/raw/p285_072.wav,p285/mask-FT/mask/p285_072-epoch=5-batch_idx=0.wav,p285/FT-mask/FT/p285_072-epoch=0-batch_idx=0.wav,p285/libri_mask-FT/FT/p285_072-epoch=6-batch_idx=0.wav,p285/mask-FT/FT/p285_072-epoch=6-batch_idx=0.wav,p285/libri_mask-FT/libri_mask/p285_072-epoch=5-batch_idx=0.wav,p285/joint/joint/p285_072-epoch=5-batch_idx=0.wav,mr irvine said mr rafferty was now in good spirits.,p281/ref/p281_160.wav,p281/ref/p281_282.wav,p281/recon/p281_010.recon.wav,p281/joint/joint/p281_010-epoch=5-batch_idx=0.wav,p281/FT-mask/FT/p281_010-epoch=0-batch_idx=0.wav,p281/mask-FT/mask/p281_010-epoch=5-batch_idx=0.wav,p281/libri_mask-FT/libri_mask/p281_010-epoch=7-batch_idx=0.wav,p281/FT-mask/mask/p281_010-epoch=6-batch_idx=0.wav,p281/raw/p281_010.wav,p281/libri_mask-FT/FT/p281_010-epoch=8-batch_idx=0.wav,p281/mask-FT/FT/p281_010-epoch=6-batch_idx=0.wav,"people look, but no one ever finds it. "
p260/ref/p260_129.wav,p260/ref/p260_231.wav,p260/libri_mask-FT/libri_mask/p260_346-epoch=5-batch_idx=0.wav,p260/FT-mask/FT/p260_346-epoch=0-batch_idx=0.wav,p260/libri_mask-FT/FT/p260_346-epoch=6-batch_idx=0.wav,p260/recon/p260_346.recon.wav,p260/raw/p260_346.wav,p260/FT-mask/mask/p260_346-epoch=6-batch_idx=0.wav,p260/mask-FT/FT/p260_346-epoch=6-batch_idx=0.wav,p260/mask-FT/mask/p260_346-epoch=5-batch_idx=0.wav,p260/joint/joint/p260_346-epoch=5-batch_idx=0.wav,this is a big advantage.,p333/ref/p333_296.wav,p333/ref/p333_028.wav,p333/recon/p333_126.recon.wav,p333/FT-mask/mask/p333_126-epoch=8-batch_idx=0.wav,p333/joint/joint/p333_126-epoch=9-batch_idx=0.wav,p333/mask-FT/mask/p333_126-epoch=5-batch_idx=0.wav,p333/libri_mask-FT/libri_mask/p333_126-epoch=7-batch_idx=0.wav,p333/libri_mask-FT/FT/p333_126-epoch=18-batch_idx=0.wav,p333/mask-FT/FT/p333_126-epoch=27-batch_idx=0.wav,p333/FT-mask/FT/p333_126-epoch=4-batch_idx=0.wav,p333/raw/p333_126.wav,this is our way to make our point.,p293/ref/p293_160.wav,p293/ref/p293_096.wav,p293/FT-mask/mask/p293_254-epoch=6-batch_idx=0.wav,p293/raw/p293_254.wav,p293/libri_mask-FT/FT/p293_254-epoch=6-batch_idx=0.wav,p293/recon/p293_254.recon.wav,p293/mask-FT/mask/p293_254-epoch=6-batch_idx=0.wav,p293/FT-mask/FT/p293_254-epoch=0-batch_idx=0.wav,p293/joint/joint/p293_254-epoch=5-batch_idx=0.wav,p293/libri_mask-FT/libri_mask/p293_254-epoch=5-batch_idx=0.wav,p293/mask-FT/FT/p293_254-epoch=7-batch_idx=0.wav,they may differ on other issues.,p271/ref/p271_087.wav,p271/ref/p271_126.wav,p271/recon/p271_308.recon.wav,p271/raw/p271_308.wav,p271/libri_mask-FT/libri_mask/p271_308-epoch=6-batch_idx=0.wav,p271/FT-mask/FT/p271_308-epoch=0-batch_idx=0.wav,p271/mask-FT/mask/p271_308-epoch=5-batch_idx=0.wav,p271/libri_mask-FT/FT/p271_308-epoch=7-batch_idx=0.wav,p271/joint/joint/p271_308-epoch=6-batch_idx=0.wav,p271/mask-FT/FT/p271_308-epoch=6-batch_idx=0.wav,p271/FT-mask/mask/p271_308-epoch=6-batch_idx=0.wav,"the report will go before the scottish parliament, probably in early autumn."
p253/ref/p253_142.wav,p253/ref/p253_298.wav,p253/libri_mask-FT/FT/p253_357-epoch=11-batch_idx=0.wav,p253/libri_mask-FT/libri_mask/p253_357-epoch=10-batch_idx=0.wav,p253/FT-mask/mask/p253_357-epoch=6-batch_idx=0.wav,p253/joint/joint/p253_357-epoch=9-batch_idx=0.wav,p253/recon/p253_357.recon.wav,p253/mask-FT/mask/p253_357-epoch=5-batch_idx=0.wav,p253/mask-FT/FT/p253_357-epoch=6-batch_idx=0.wav,p253/FT-mask/FT/p253_357-epoch=0-batch_idx=0.wav,p253/raw/p253_357.wav,their time has gone.,p314/ref/p314_302.wav,p314/ref/p314_120.wav,p314/raw/p314_146.wav,p314/joint/joint/p314_146-epoch=6-batch_idx=0.wav,p314/FT-mask/mask/p314_146-epoch=6-batch_idx=0.wav,p314/mask-FT/FT/p314_146-epoch=6-batch_idx=0.wav,p314/mask-FT/mask/p314_146-epoch=5-batch_idx=0.wav,p314/libri_mask-FT/FT/p314_146-epoch=8-batch_idx=0.wav,p314/recon/p314_146.recon.wav,p314/FT-mask/FT/p314_146-epoch=0-batch_idx=0.wav,p314/libri_mask-FT/libri_mask/p314_146-epoch=7-batch_idx=0.wav,now we look forward to it.,p282/ref/p282_154.wav,p282/ref/p282_091.wav,p282/joint/joint/p282_086-epoch=13-batch_idx=0.wav,p282/libri_mask-FT/FT/p282_086-epoch=7-batch_idx=0.wav,p282/mask-FT/FT/p282_086-epoch=6-batch_idx=0.wav,p282/FT-mask/mask/p282_086-epoch=5-batch_idx=0.wav,p282/raw/p282_086.wav,p282/libri_mask-FT/libri_mask/p282_086-epoch=6-batch_idx=0.wav,p282/mask-FT/mask/p282_086-epoch=5-batch_idx=0.wav,p282/FT-mask/FT/p282_086-epoch=0-batch_idx=0.wav,p282/recon/p282_086.recon.wav,"obviously, we were pretty close in a couple of games.",p246/ref/p246_210.wav,p246/ref/p246_276.wav,p246/mask-FT/mask/p246_030-epoch=5-batch_idx=0.wav,p246/recon/p246_030.recon.wav,p246/FT-mask/mask/p246_030-epoch=6-batch_idx=0.wav,p246/joint/joint/p246_030-epoch=5-batch_idx=0.wav,p246/FT-mask/FT/p246_030-epoch=0-batch_idx=0.wav,p246/mask-FT/FT/p246_030-epoch=6-batch_idx=0.wav,p246/libri_mask-FT/libri_mask/p246_030-epoch=5-batch_idx=0.wav,p246/libri_mask-FT/FT/p246_030-epoch=6-batch_idx=0.wav,p246/raw/p246_030.wav,"there's a story, too."
p238/ref/p238_379.wav,p238/ref/p238_442.wav,p238/recon/p238_171.recon.wav,p238/libri_mask-FT/libri_mask/p238_171-epoch=7-batch_idx=0.wav,p238/libri_mask-FT/FT/p238_171-epoch=17-batch_idx=0.wav,p238/raw/p238_171.wav,p238/FT-mask/mask/p238_171-epoch=8-batch_idx=0.wav,p238/mask-FT/mask/p238_171-epoch=5-batch_idx=0.wav,p238/FT-mask/FT/p238_171-epoch=4-batch_idx=0.wav,p238/mask-FT/FT/p238_171-epoch=13-batch_idx=0.wav,p238/joint/joint/p238_171-epoch=11-batch_idx=0.wav,i've no idea how it works.,p264/ref/p264_327.wav,p264/ref/p264_007.wav,p264/recon/p264_083.recon.wav,p264/FT-mask/mask/p264_083-epoch=6-batch_idx=0.wav,p264/libri_mask-FT/FT/p264_083-epoch=6-batch_idx=0.wav,p264/joint/joint/p264_083-epoch=5-batch_idx=0.wav,p264/raw/p264_083.wav,p264/FT-mask/FT/p264_083-epoch=0-batch_idx=0.wav,p264/mask-FT/mask/p264_083-epoch=5-batch_idx=0.wav,p264/libri_mask-FT/libri_mask/p264_083-epoch=5-batch_idx=0.wav,p264/mask-FT/FT/p264_083-epoch=6-batch_idx=0.wav,now comes the hard part.,p298/ref/p298_248.wav,p298/ref/p298_370.wav,p298/recon/p298_389.recon.wav,p298/mask-FT/mask/p298_389-epoch=5-batch_idx=0.wav,p298/mask-FT/FT/p298_389-epoch=7-batch_idx=0.wav,p298/FT-mask/FT/p298_389-epoch=1-batch_idx=0.wav,p298/joint/joint/p298_389-epoch=13-batch_idx=0.wav,p298/FT-mask/mask/p298_389-epoch=6-batch_idx=0.wav,p298/libri_mask-FT/libri_mask/p298_389-epoch=5-batch_idx=0.wav,p298/libri_mask-FT/FT/p298_389-epoch=8-batch_idx=0.wav,p298/raw/p298_389.wav,both agreed on the success of the event.,p273/ref/p273_038.wav,p273/ref/p273_259.wav,p273/libri_mask-FT/FT/p273_266-epoch=7-batch_idx=0.wav,p273/FT-mask/FT/p273_266-epoch=0-batch_idx=0.wav,p273/recon/p273_266.recon.wav,p273/mask-FT/mask/p273_266-epoch=5-batch_idx=0.wav,p273/FT-mask/mask/p273_266-epoch=6-batch_idx=0.wav,p273/libri_mask-FT/libri_mask/p273_266-epoch=6-batch_idx=0.wav,p273/joint/joint/p273_266-epoch=5-batch_idx=0.wav,p273/raw/p273_266.wav,p273/mask-FT/FT/p273_266-epoch=6-batch_idx=0.wav,there's not much money in cycling.
p268/ref/p268_012.wav,p268/ref/p268_184.wav,p268/FT-mask/mask/p268_046-epoch=6-batch_idx=0.wav,p268/FT-mask/FT/p268_046-epoch=0-batch_idx=0.wav,p268/libri_mask-FT/FT/p268_046-epoch=6-batch_idx=0.wav,p268/mask-FT/mask/p268_046-epoch=5-batch_idx=0.wav,p268/libri_mask-FT/libri_mask/p268_046-epoch=5-batch_idx=0.wav,p268/mask-FT/FT/p268_046-epoch=6-batch_idx=0.wav,p268/joint/joint/p268_046-epoch=7-batch_idx=0.wav,p268/raw/p268_046.wav,p268/recon/p268_046.recon.wav,something has to give sometime.,p249/ref/p249_269.wav,p249/ref/p249_076.wav,p249/raw/p249_111.wav,p249/libri_mask-FT/libri_mask/p249_111-epoch=5-batch_idx=0.wav,p249/FT-mask/FT/p249_111-epoch=0-batch_idx=0.wav,p249/recon/p249_111.recon.wav,p249/libri_mask-FT/FT/p249_111-epoch=6-batch_idx=0.wav,p249/FT-mask/mask/p249_111-epoch=6-batch_idx=0.wav,p249/joint/joint/p249_111-epoch=6-batch_idx=0.wav,p249/mask-FT/FT/p249_111-epoch=6-batch_idx=0.wav,p249/mask-FT/mask/p249_111-epoch=5-batch_idx=0.wav,"we want to get to the final, anyway.",p323/ref/p323_237.wav,p323/ref/p323_063.wav,p323/FT-mask/mask/p323_239-epoch=6-batch_idx=0.wav,p323/mask-FT/FT/p323_239-epoch=6-batch_idx=0.wav,p323/FT-mask/FT/p323_239-epoch=0-batch_idx=0.wav,p323/joint/joint/p323_239-epoch=5-batch_idx=0.wav,p323/libri_mask-FT/FT/p323_239-epoch=6-batch_idx=0.wav,p323/mask-FT/mask/p323_239-epoch=5-batch_idx=0.wav,p323/libri_mask-FT/libri_mask/p323_239-epoch=5-batch_idx=0.wav,p323/raw/p323_239.wav,p323/recon/p323_239.recon.wav,my life would be a lot less restrictive.,p269/ref/p269_334.wav,p269/ref/p269_225.wav,p269/recon/p269_385.recon.wav,p269/libri_mask-FT/FT/p269_385-epoch=7-batch_idx=0.wav,p269/mask-FT/FT/p269_385-epoch=7-batch_idx=0.wav,p269/FT-mask/mask/p269_385-epoch=10-batch_idx=0.wav,p269/mask-FT/mask/p269_385-epoch=5-batch_idx=0.wav,p269/libri_mask-FT/libri_mask/p269_385-epoch=5-batch_idx=0.wav,p269/FT-mask/FT/p269_385-epoch=6-batch_idx=0.wav,p269/raw/p269_385.wav,p269/joint/joint/p269_385-epoch=14-batch_idx=0.wav,he denied the charge.
p347/ref/p347_226.wav,p347/ref/p347_088.wav,p347/raw/p347_077.wav,p347/libri_mask-FT/FT/p347_077-epoch=7-batch_idx=0.wav,p347/mask-FT/FT/p347_077-epoch=6-batch_idx=0.wav,p347/FT-mask/mask/p347_077-epoch=6-batch_idx=0.wav,p347/mask-FT/mask/p347_077-epoch=5-batch_idx=0.wav,p347/libri_mask-FT/libri_mask/p347_077-epoch=6-batch_idx=0.wav,p347/FT-mask/FT/p347_077-epoch=0-batch_idx=0.wav,p347/recon/p347_077.recon.wav,p347/joint/joint/p347_077-epoch=5-batch_idx=0.wav,one thing is certain.,p228/ref/p228_133.wav,p228/ref/p228_254.wav,p228/mask-FT/mask/p228_351-epoch=5-batch_idx=0.wav,p228/mask-FT/FT/p228_351-epoch=6-batch_idx=0.wav,p228/FT-mask/mask/p228_351-epoch=6-batch_idx=0.wav,p228/joint/joint/p228_351-epoch=8-batch_idx=0.wav,p228/libri_mask-FT/libri_mask/p228_351-epoch=5-batch_idx=0.wav,p228/recon/p228_351.recon.wav,p228/libri_mask-FT/FT/p228_351-epoch=6-batch_idx=0.wav,p228/FT-mask/FT/p228_351-epoch=0-batch_idx=0.wav,p228/raw/p228_351.wav,no other job in world football can compare to this one.,p308/ref/p308_001.wav,p308/ref/p308_279.wav,p308/libri_mask-FT/libri_mask/p308_189-epoch=6-batch_idx=0.wav,p308/FT-mask/FT/p308_189-epoch=3-batch_idx=0.wav,p308/mask-FT/mask/p308_189-epoch=5-batch_idx=0.wav,p308/joint/joint/p308_189-epoch=14-batch_idx=0.wav,p308/mask-FT/FT/p308_189-epoch=6-batch_idx=0.wav,p308/libri_mask-FT/FT/p308_189-epoch=9-batch_idx=0.wav,p308/recon/p308_189.recon.wav,p308/FT-mask/mask/p308_189-epoch=6-batch_idx=0.wav,p308/raw/p308_189.wav,people buy everything with cash.,p311/ref/p311_412.wav,p311/ref/p311_257.wav,p311/libri_mask-FT/FT/p311_086-epoch=7-batch_idx=0.wav,p311/mask-FT/FT/p311_086-epoch=6-batch_idx=0.wav,p311/FT-mask/FT/p311_086-epoch=0-batch_idx=0.wav,p311/mask-FT/mask/p311_086-epoch=5-batch_idx=0.wav,p311/FT-mask/mask/p311_086-epoch=6-batch_idx=0.wav,p311/recon/p311_086.recon.wav,p311/raw/p311_086.wav,p311/libri_mask-FT/libri_mask/p311_086-epoch=6-batch_idx=0.wav,p311/joint/joint/p311_086-epoch=6-batch_idx=0.wav,my wife and family are the support system.
