audio_ref-1_1,audio_ref-1_2,audio-1_1,audio-1_2,audio-1_3,audio-1_4,audio-1_5,audio-1_6,audio-1_7,audio-1_8,audio-1_9,text-1,audio_ref-2_1,audio_ref-2_2,audio-2_1,audio-2_2,audio-2_3,audio-2_4,audio-2_5,audio-2_6,audio-2_7,audio-2_8,audio-2_9,text-2
p287/ref/p287_156.wav,p287/ref/p287_329.wav,p287/recon/p287_139.recon.wav,p287/libri_mask-FT/FT/p287_139-epoch=7-batch_idx=0.wav,p287/libri_mask-FT/libri_mask/p287_139-epoch=5-batch_idx=0.wav,p287/raw/p287_139.wav,p287/joint/joint/p287_139-epoch=10-batch_idx=0.wav,p287/FT-mask/mask/p287_139-epoch=5-batch_idx=0.wav,p287/mask-FT/FT/p287_139-epoch=6-batch_idx=0.wav,p287/mask-FT/mask/p287_139-epoch=5-batch_idx=0.wav,p287/FT-mask/FT/p287_139-epoch=1-batch_idx=0.wav,"crucially, though, united were still alive.",p340/ref/p340_300.wav,p340/ref/p340_405.wav,p340/mask-FT/FT/p340_373-epoch=6-batch_idx=0.wav,p340/FT-mask/FT/p340_373-epoch=0-batch_idx=0.wav,p340/libri_mask-FT/FT/p340_373-epoch=11-batch_idx=0.wav,p340/raw/p340_373.wav,p340/mask-FT/mask/p340_373-epoch=5-batch_idx=0.wav,p340/recon/p340_373.recon.wav,p340/joint/joint/p340_373-epoch=11-batch_idx=0.wav,p340/FT-mask/mask/p340_373-epoch=6-batch_idx=0.wav,p340/libri_mask-FT/libri_mask/p340_373-epoch=10-batch_idx=0.wav,war is not the action.
p293/ref/p293_096.wav,p293/ref/p293_160.wav,p293/libri_mask-FT/FT/p293_020-epoch=6-batch_idx=0.wav,p293/raw/p293_020.wav,p293/libri_mask-FT/libri_mask/p293_020-epoch=5-batch_idx=0.wav,p293/FT-mask/mask/p293_020-epoch=6-batch_idx=0.wav,p293/joint/joint/p293_020-epoch=5-batch_idx=0.wav,p293/recon/p293_020.recon.wav,p293/mask-FT/mask/p293_020-epoch=6-batch_idx=0.wav,p293/mask-FT/FT/p293_020-epoch=7-batch_idx=0.wav,p293/FT-mask/FT/p293_020-epoch=0-batch_idx=0.wav,many complicated ideas about the rainbow have been formed.,p258/ref/p258_291.wav,p258/ref/p258_006.wav,p258/mask-FT/mask/p258_209-epoch=5-batch_idx=0.wav,p258/joint/joint/p258_209-epoch=5-batch_idx=0.wav,p258/mask-FT/FT/p258_209-epoch=6-batch_idx=0.wav,p258/FT-mask/FT/p258_209-epoch=0-batch_idx=0.wav,p258/libri_mask-FT/FT/p258_209-epoch=7-batch_idx=0.wav,p258/recon/p258_209.recon.wav,p258/libri_mask-FT/libri_mask/p258_209-epoch=6-batch_idx=0.wav,p258/FT-mask/mask/p258_209-epoch=6-batch_idx=0.wav,p258/raw/p258_209.wav,she should not be blamed.
p241/ref/p241_322.wav,p241/ref/p241_090.wav,p241/joint/joint/p241_158-epoch=10-batch_idx=0.wav,p241/FT-mask/FT/p241_158-epoch=0-batch_idx=0.wav,p241/raw/p241_158.wav,p241/mask-FT/FT/p241_158-epoch=6-batch_idx=0.wav,p241/mask-FT/mask/p241_158-epoch=5-batch_idx=0.wav,p241/libri_mask-FT/FT/p241_158-epoch=8-batch_idx=0.wav,p241/FT-mask/mask/p241_158-epoch=6-batch_idx=0.wav,p241/libri_mask-FT/libri_mask/p241_158-epoch=7-batch_idx=0.wav,p241/recon/p241_158.recon.wav,but we have not heard a thing from diego.,p302/ref/p302_150.wav,p302/ref/p302_015.wav,p302/mask-FT/FT/p302_139-epoch=11-batch_idx=0.wav,p302/FT-mask/mask/p302_139-epoch=18-batch_idx=0.wav,p302/raw/p302_139.wav,p302/FT-mask/FT/p302_139-epoch=14-batch_idx=0.wav,p302/libri_mask-FT/FT/p302_139-epoch=14-batch_idx=0.wav,p302/joint/joint/p302_139-epoch=8-batch_idx=0.wav,p302/libri_mask-FT/libri_mask/p302_139-epoch=8-batch_idx=0.wav,p302/mask-FT/mask/p302_139-epoch=5-batch_idx=0.wav,p302/recon/p302_139.recon.wav,the singer's condition was not specified.
p314/ref/p314_120.wav,p314/ref/p314_124.wav,p314/FT-mask/FT/p314_306-epoch=0-batch_idx=0.wav,p314/FT-mask/mask/p314_306-epoch=6-batch_idx=0.wav,p314/mask-FT/mask/p314_306-epoch=5-batch_idx=0.wav,p314/libri_mask-FT/libri_mask/p314_306-epoch=7-batch_idx=0.wav,p314/raw/p314_306.wav,p314/libri_mask-FT/FT/p314_306-epoch=8-batch_idx=0.wav,p314/joint/joint/p314_306-epoch=6-batch_idx=0.wav,p314/mask-FT/FT/p314_306-epoch=6-batch_idx=0.wav,p314/recon/p314_306.recon.wav,this is too much like scotland.,p336/ref/p336_391.wav,p336/ref/p336_053.wav,p336/libri_mask-FT/libri_mask/p336_234-epoch=7-batch_idx=0.wav,p336/joint/joint/p336_234-epoch=13-batch_idx=0.wav,p336/mask-FT/mask/p336_234-epoch=5-batch_idx=0.wav,p336/FT-mask/mask/p336_234-epoch=14-batch_idx=0.wav,p336/FT-mask/FT/p336_234-epoch=10-batch_idx=0.wav,p336/mask-FT/FT/p336_234-epoch=8-batch_idx=0.wav,p336/recon/p336_234.recon.wav,p336/raw/p336_234.wav,p336/libri_mask-FT/FT/p336_234-epoch=14-batch_idx=0.wav,it may not be life long.
p238/ref/p238_432.wav,p238/ref/p238_454.wav,p238/joint/joint/p238_062-epoch=11-batch_idx=0.wav,p238/mask-FT/mask/p238_062-epoch=5-batch_idx=0.wav,p238/libri_mask-FT/FT/p238_062-epoch=17-batch_idx=0.wav,p238/FT-mask/FT/p238_062-epoch=4-batch_idx=0.wav,p238/FT-mask/mask/p238_062-epoch=8-batch_idx=0.wav,p238/recon/p238_062.recon.wav,p238/libri_mask-FT/libri_mask/p238_062-epoch=7-batch_idx=0.wav,p238/mask-FT/FT/p238_062-epoch=13-batch_idx=0.wav,p238/raw/p238_062.wav,he looks like an afghan.,p308/ref/p308_271.wav,p308/ref/p308_279.wav,p308/libri_mask-FT/FT/p308_236-epoch=9-batch_idx=0.wav,p308/recon/p308_236.recon.wav,p308/FT-mask/FT/p308_236-epoch=3-batch_idx=0.wav,p308/raw/p308_236.wav,p308/FT-mask/mask/p308_236-epoch=6-batch_idx=0.wav,p308/joint/joint/p308_236-epoch=14-batch_idx=0.wav,p308/mask-FT/mask/p308_236-epoch=5-batch_idx=0.wav,p308/libri_mask-FT/libri_mask/p308_236-epoch=6-batch_idx=0.wav,p308/mask-FT/FT/p308_236-epoch=6-batch_idx=0.wav,there is a club on the rise.
p326/ref/p326_298.wav,p326/ref/p326_335.wav,p326/mask-FT/mask/p326_202-epoch=5-batch_idx=0.wav,p326/mask-FT/FT/p326_202-epoch=11-batch_idx=0.wav,p326/recon/p326_202.recon.wav,p326/libri_mask-FT/FT/p326_202-epoch=11-batch_idx=0.wav,p326/FT-mask/mask/p326_202-epoch=8-batch_idx=0.wav,p326/joint/joint/p326_202-epoch=5-batch_idx=0.wav,p326/raw/p326_202.wav,p326/FT-mask/FT/p326_202-epoch=4-batch_idx=0.wav,p326/libri_mask-FT/libri_mask/p326_202-epoch=6-batch_idx=0.wav,the processing plant was closed yesterday.,p300/ref/p300_331.wav,p300/ref/p300_176.wav,p300/mask-FT/mask/p300_088-epoch=5-batch_idx=0.wav,p300/FT-mask/mask/p300_088-epoch=6-batch_idx=0.wav,p300/raw/p300_088.wav,p300/libri_mask-FT/libri_mask/p300_088-epoch=5-batch_idx=0.wav,p300/libri_mask-FT/FT/p300_088-epoch=6-batch_idx=0.wav,p300/FT-mask/FT/p300_088-epoch=0-batch_idx=0.wav,p300/recon/p300_088.recon.wav,p300/joint/joint/p300_088-epoch=5-batch_idx=0.wav,p300/mask-FT/FT/p300_088-epoch=6-batch_idx=0.wav,they had to be cut from the wreckage.
p351/ref/p351_395.wav,p351/ref/p351_122.wav,p351/joint/joint/p351_020-epoch=11-batch_idx=0.wav,p351/FT-mask/mask/p351_020-epoch=9-batch_idx=0.wav,p351/mask-FT/mask/p351_020-epoch=5-batch_idx=0.wav,p351/raw/p351_020.wav,p351/FT-mask/FT/p351_020-epoch=6-batch_idx=0.wav,p351/libri_mask-FT/FT/p351_020-epoch=20-batch_idx=0.wav,p351/mask-FT/FT/p351_020-epoch=6-batch_idx=0.wav,p351/libri_mask-FT/libri_mask/p351_020-epoch=10-batch_idx=0.wav,p351/recon/p351_020.recon.wav,many complicated ideas about the rainbow have been formed.,p247/ref/p247_293.wav,p247/ref/p247_398.wav,p247/joint/joint/p247_303-epoch=5-batch_idx=0.wav,p247/FT-mask/FT/p247_303-epoch=0-batch_idx=0.wav,p247/raw/p247_303.wav,p247/mask-FT/mask/p247_303-epoch=5-batch_idx=0.wav,p247/libri_mask-FT/FT/p247_303-epoch=7-batch_idx=0.wav,p247/libri_mask-FT/libri_mask/p247_303-epoch=6-batch_idx=0.wav,p247/mask-FT/FT/p247_303-epoch=6-batch_idx=0.wav,p247/recon/p247_303.recon.wav,p247/FT-mask/mask/p247_303-epoch=6-batch_idx=0.wav,mr clinton was asked about his memory.
p292/ref/p292_364.wav,p292/ref/p292_371.wav,p292/raw/p292_081.wav,p292/mask-FT/mask/p292_081-epoch=5-batch_idx=0.wav,p292/FT-mask/FT/p292_081-epoch=0-batch_idx=0.wav,p292/libri_mask-FT/FT/p292_081-epoch=10-batch_idx=0.wav,p292/FT-mask/mask/p292_081-epoch=6-batch_idx=0.wav,p292/libri_mask-FT/libri_mask/p292_081-epoch=9-batch_idx=0.wav,p292/recon/p292_081.recon.wav,p292/joint/joint/p292_081-epoch=5-batch_idx=0.wav,p292/mask-FT/FT/p292_081-epoch=6-batch_idx=0.wav,i can't believe she is dead.,p318/ref/p318_107.wav,p318/ref/p318_245.wav,p318/libri_mask-FT/libri_mask/p318_009-epoch=8-batch_idx=0.wav,p318/mask-FT/FT/p318_009-epoch=6-batch_idx=0.wav,p318/FT-mask/FT/p318_009-epoch=0-batch_idx=0.wav,p318/mask-FT/mask/p318_009-epoch=5-batch_idx=0.wav,p318/raw/p318_009.wav,p318/joint/joint/p318_009-epoch=5-batch_idx=0.wav,p318/recon/p318_009.recon.wav,p318/libri_mask-FT/FT/p318_009-epoch=9-batch_idx=0.wav,p318/FT-mask/mask/p318_009-epoch=6-batch_idx=0.wav,"there is , according to legend, a boiling pot of gold at one end."
p255/ref/p255_098.wav,p255/ref/p255_105.wav,p255/libri_mask-FT/FT/p255_147-epoch=10-batch_idx=0.wav,p255/joint/joint/p255_147-epoch=5-batch_idx=0.wav,p255/raw/p255_147.wav,p255/mask-FT/FT/p255_147-epoch=6-batch_idx=0.wav,p255/mask-FT/mask/p255_147-epoch=5-batch_idx=0.wav,p255/recon/p255_147.recon.wav,p255/FT-mask/FT/p255_147-epoch=0-batch_idx=0.wav,p255/libri_mask-FT/libri_mask/p255_147-epoch=9-batch_idx=0.wav,p255/FT-mask/mask/p255_147-epoch=6-batch_idx=0.wav,i was awful.,p308/ref/p308_191.wav,p308/ref/p308_271.wav,p308/libri_mask-FT/libri_mask/p308_116-epoch=6-batch_idx=0.wav,p308/FT-mask/FT/p308_116-epoch=3-batch_idx=0.wav,p308/raw/p308_116.wav,p308/recon/p308_116.recon.wav,p308/mask-FT/FT/p308_116-epoch=6-batch_idx=0.wav,p308/FT-mask/mask/p308_116-epoch=6-batch_idx=0.wav,p308/mask-FT/mask/p308_116-epoch=5-batch_idx=0.wav,p308/libri_mask-FT/FT/p308_116-epoch=9-batch_idx=0.wav,p308/joint/joint/p308_116-epoch=14-batch_idx=0.wav,"i can assure you, the new augusta national is exactly that."
p341/ref/p341_231.wav,p341/ref/p341_071.wav,p341/joint/joint/p341_174-epoch=7-batch_idx=0.wav,p341/libri_mask-FT/libri_mask/p341_174-epoch=5-batch_idx=0.wav,p341/libri_mask-FT/FT/p341_174-epoch=6-batch_idx=0.wav,p341/mask-FT/FT/p341_174-epoch=6-batch_idx=0.wav,p341/raw/p341_174.wav,p341/FT-mask/mask/p341_174-epoch=5-batch_idx=0.wav,p341/recon/p341_174.recon.wav,p341/mask-FT/mask/p341_174-epoch=5-batch_idx=0.wav,p341/FT-mask/FT/p341_174-epoch=0-batch_idx=0.wav,they will know they deserve to be there.,p376/ref/p376_118.wav,p376/ref/p376_346.wav,p376/mask-FT/FT/p376_409-epoch=10-batch_idx=0.wav,p376/recon/p376_409.recon.wav,p376/joint/joint/p376_409-epoch=21-batch_idx=0.wav,p376/FT-mask/mask/p376_409-epoch=5-batch_idx=0.wav,p376/raw/p376_409.wav,p376/mask-FT/mask/p376_409-epoch=5-batch_idx=0.wav,p376/libri_mask-FT/FT/p376_409-epoch=11-batch_idx=0.wav,p376/FT-mask/FT/p376_409-epoch=0-batch_idx=0.wav,p376/libri_mask-FT/libri_mask/p376_409-epoch=9-batch_idx=0.wav,"they were later released, and last night were staying with relatives."
p260/ref/p260_231.wav,p260/ref/p260_045.wav,p260/FT-mask/mask/p260_303-epoch=6-batch_idx=0.wav,p260/FT-mask/FT/p260_303-epoch=0-batch_idx=0.wav,p260/raw/p260_303.wav,p260/joint/joint/p260_303-epoch=5-batch_idx=0.wav,p260/mask-FT/mask/p260_303-epoch=5-batch_idx=0.wav,p260/libri_mask-FT/libri_mask/p260_303-epoch=5-batch_idx=0.wav,p260/recon/p260_303.recon.wav,p260/libri_mask-FT/FT/p260_303-epoch=6-batch_idx=0.wav,p260/mask-FT/FT/p260_303-epoch=6-batch_idx=0.wav,the most important thing is to get a programme for government.,p287/ref/p287_283.wav,p287/ref/p287_390.wav,p287/FT-mask/FT/p287_019-epoch=1-batch_idx=0.wav,p287/libri_mask-FT/libri_mask/p287_019-epoch=5-batch_idx=0.wav,p287/libri_mask-FT/FT/p287_019-epoch=7-batch_idx=0.wav,p287/mask-FT/FT/p287_019-epoch=6-batch_idx=0.wav,p287/FT-mask/mask/p287_019-epoch=5-batch_idx=0.wav,p287/mask-FT/mask/p287_019-epoch=5-batch_idx=0.wav,p287/raw/p287_019.wav,p287/recon/p287_019.recon.wav,p287/joint/joint/p287_019-epoch=10-batch_idx=0.wav,"since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows. "
p307/ref/p307_346.wav,p307/ref/p307_086.wav,p307/libri_mask-FT/FT/p307_092-epoch=6-batch_idx=0.wav,p307/FT-mask/FT/p307_092-epoch=0-batch_idx=0.wav,p307/recon/p307_092.recon.wav,p307/joint/joint/p307_092-epoch=8-batch_idx=0.wav,p307/mask-FT/mask/p307_092-epoch=6-batch_idx=0.wav,p307/libri_mask-FT/libri_mask/p307_092-epoch=5-batch_idx=0.wav,p307/mask-FT/FT/p307_092-epoch=7-batch_idx=0.wav,p307/raw/p307_092.wav,p307/FT-mask/mask/p307_092-epoch=6-batch_idx=0.wav,"one film a year is, he says, his natural rhythm.",p269/ref/p269_258.wav,p269/ref/p269_392.wav,p269/raw/p269_047.wav,p269/FT-mask/FT/p269_047-epoch=6-batch_idx=0.wav,p269/joint/joint/p269_047-epoch=14-batch_idx=0.wav,p269/libri_mask-FT/libri_mask/p269_047-epoch=5-batch_idx=0.wav,p269/recon/p269_047.recon.wav,p269/FT-mask/mask/p269_047-epoch=10-batch_idx=0.wav,p269/mask-FT/FT/p269_047-epoch=7-batch_idx=0.wav,p269/mask-FT/mask/p269_047-epoch=5-batch_idx=0.wav,p269/libri_mask-FT/FT/p269_047-epoch=7-batch_idx=0.wav,who can say?
p294/ref/p294_231.wav,p294/ref/p294_049.wav,p294/FT-mask/FT/p294_408-epoch=0-batch_idx=0.wav,p294/mask-FT/FT/p294_408-epoch=6-batch_idx=0.wav,p294/recon/p294_408.recon.wav,p294/FT-mask/mask/p294_408-epoch=6-batch_idx=0.wav,p294/libri_mask-FT/libri_mask/p294_408-epoch=6-batch_idx=0.wav,p294/raw/p294_408.wav,p294/libri_mask-FT/FT/p294_408-epoch=7-batch_idx=0.wav,p294/mask-FT/mask/p294_408-epoch=5-batch_idx=0.wav,p294/joint/joint/p294_408-epoch=13-batch_idx=0.wav,if you could find it.,s5/ref/s5_382.wav,s5/ref/s5_129.wav,s5/FT-mask/mask/s5_035-epoch=6-batch_idx=0.wav,s5/raw/s5_035.wav,s5/FT-mask/FT/s5_035-epoch=0-batch_idx=0.wav,s5/libri_mask-FT/libri_mask/s5_035-epoch=6-batch_idx=0.wav,s5/libri_mask-FT/FT/s5_035-epoch=7-batch_idx=0.wav,s5/joint/joint/s5_035-epoch=10-batch_idx=0.wav,s5/mask-FT/mask/s5_035-epoch=5-batch_idx=0.wav,s5/mask-FT/FT/s5_035-epoch=6-batch_idx=0.wav,s5/recon/s5_035.recon.wav,i got in with a bad crowd.
p257/ref/p257_284.wav,p257/ref/p257_210.wav,p257/libri_mask-FT/libri_mask/p257_132-epoch=6-batch_idx=0.wav,p257/joint/joint/p257_132-epoch=9-batch_idx=0.wav,p257/raw/p257_132.wav,p257/mask-FT/FT/p257_132-epoch=16-batch_idx=0.wav,p257/recon/p257_132.recon.wav,p257/FT-mask/mask/p257_132-epoch=10-batch_idx=0.wav,p257/libri_mask-FT/FT/p257_132-epoch=11-batch_idx=0.wav,p257/FT-mask/FT/p257_132-epoch=5-batch_idx=0.wav,p257/mask-FT/mask/p257_132-epoch=5-batch_idx=0.wav,the trial is funded solely by edinburgh city council.,p303/ref/p303_089.wav,p303/ref/p303_349.wav,p303/mask-FT/mask/p303_263-epoch=5-batch_idx=0.wav,p303/mask-FT/FT/p303_263-epoch=6-batch_idx=0.wav,p303/joint/joint/p303_263-epoch=6-batch_idx=0.wav,p303/FT-mask/mask/p303_263-epoch=6-batch_idx=0.wav,p303/recon/p303_263.recon.wav,p303/FT-mask/FT/p303_263-epoch=0-batch_idx=0.wav,p303/libri_mask-FT/FT/p303_263-epoch=8-batch_idx=0.wav,p303/libri_mask-FT/libri_mask/p303_263-epoch=7-batch_idx=0.wav,p303/raw/p303_263.wav,we've had great things in the past.
p231/ref/p231_268.wav,p231/ref/p231_328.wav,p231/recon/p231_401.recon.wav,p231/libri_mask-FT/libri_mask/p231_401-epoch=6-batch_idx=0.wav,p231/libri_mask-FT/FT/p231_401-epoch=25-batch_idx=0.wav,p231/FT-mask/FT/p231_401-epoch=8-batch_idx=0.wav,p231/raw/p231_401.wav,p231/mask-FT/mask/p231_401-epoch=5-batch_idx=0.wav,p231/FT-mask/mask/p231_401-epoch=13-batch_idx=0.wav,p231/mask-FT/FT/p231_401-epoch=11-batch_idx=0.wav,p231/joint/joint/p231_401-epoch=15-batch_idx=0.wav,she is in their hands.,p330/ref/p330_331.wav,p330/ref/p330_389.wav,p330/mask-FT/FT/p330_335-epoch=7-batch_idx=0.wav,p330/joint/joint/p330_335-epoch=7-batch_idx=0.wav,p330/libri_mask-FT/libri_mask/p330_335-epoch=6-batch_idx=0.wav,p330/libri_mask-FT/FT/p330_335-epoch=8-batch_idx=0.wav,p330/FT-mask/mask/p330_335-epoch=5-batch_idx=0.wav,p330/raw/p330_335.wav,p330/FT-mask/FT/p330_335-epoch=0-batch_idx=0.wav,p330/recon/p330_335.recon.wav,p330/mask-FT/mask/p330_335-epoch=5-batch_idx=0.wav,it could have been just a quick fix.
p274/ref/p274_202.wav,p274/ref/p274_238.wav,p274/FT-mask/FT/p274_153-epoch=0-batch_idx=0.wav,p274/recon/p274_153.recon.wav,p274/libri_mask-FT/FT/p274_153-epoch=7-batch_idx=0.wav,p274/mask-FT/mask/p274_153-epoch=5-batch_idx=0.wav,p274/libri_mask-FT/libri_mask/p274_153-epoch=6-batch_idx=0.wav,p274/raw/p274_153.wav,p274/mask-FT/FT/p274_153-epoch=6-batch_idx=0.wav,p274/FT-mask/mask/p274_153-epoch=5-batch_idx=0.wav,p274/joint/joint/p274_153-epoch=13-batch_idx=0.wav,and sooner than we may think.,p227/ref/p227_006.wav,p227/ref/p227_123.wav,p227/recon/p227_218.recon.wav,p227/FT-mask/FT/p227_218-epoch=0-batch_idx=0.wav,p227/FT-mask/mask/p227_218-epoch=6-batch_idx=0.wav,p227/mask-FT/mask/p227_218-epoch=5-batch_idx=0.wav,p227/raw/p227_218.wav,p227/joint/joint/p227_218-epoch=5-batch_idx=0.wav,p227/mask-FT/FT/p227_218-epoch=6-batch_idx=0.wav,p227/libri_mask-FT/FT/p227_218-epoch=7-batch_idx=0.wav,p227/libri_mask-FT/libri_mask/p227_218-epoch=6-batch_idx=0.wav,the move follows a review of the singapore
p299/ref/p299_324.wav,p299/ref/p299_300.wav,p299/FT-mask/FT/p299_306-epoch=0-batch_idx=0.wav,p299/mask-FT/mask/p299_306-epoch=5-batch_idx=0.wav,p299/joint/joint/p299_306-epoch=5-batch_idx=0.wav,p299/recon/p299_306.recon.wav,p299/libri_mask-FT/libri_mask/p299_306-epoch=6-batch_idx=0.wav,p299/FT-mask/mask/p299_306-epoch=6-batch_idx=0.wav,p299/mask-FT/FT/p299_306-epoch=6-batch_idx=0.wav,p299/libri_mask-FT/FT/p299_306-epoch=7-batch_idx=0.wav,p299/raw/p299_306.wav,they chose to side with terror.,p246/ref/p246_210.wav,p246/ref/p246_006.wav,p246/recon/p246_033.recon.wav,p246/libri_mask-FT/FT/p246_033-epoch=6-batch_idx=0.wav,p246/FT-mask/mask/p246_033-epoch=6-batch_idx=0.wav,p246/FT-mask/FT/p246_033-epoch=0-batch_idx=0.wav,p246/mask-FT/mask/p246_033-epoch=5-batch_idx=0.wav,p246/mask-FT/FT/p246_033-epoch=6-batch_idx=0.wav,p246/raw/p246_033.wav,p246/joint/joint/p246_033-epoch=5-batch_idx=0.wav,p246/libri_mask-FT/libri_mask/p246_033-epoch=5-batch_idx=0.wav,we must provide a long-term solution to tackle this attitude.
p318/ref/p318_245.wav,p318/ref/p318_051.wav,p318/mask-FT/mask/p318_378-epoch=5-batch_idx=0.wav,p318/libri_mask-FT/FT/p318_378-epoch=9-batch_idx=0.wav,p318/FT-mask/FT/p318_378-epoch=0-batch_idx=0.wav,p318/FT-mask/mask/p318_378-epoch=6-batch_idx=0.wav,p318/mask-FT/FT/p318_378-epoch=6-batch_idx=0.wav,p318/joint/joint/p318_378-epoch=5-batch_idx=0.wav,p318/recon/p318_378.recon.wav,p318/raw/p318_378.wav,p318/libri_mask-FT/libri_mask/p318_378-epoch=8-batch_idx=0.wav,that's the only thing that matters.,p272/ref/p272_281.wav,p272/ref/p272_070.wav,p272/mask-FT/FT/p272_091-epoch=6-batch_idx=0.wav,p272/recon/p272_091.recon.wav,p272/joint/joint/p272_091-epoch=10-batch_idx=0.wav,p272/libri_mask-FT/libri_mask/p272_091-epoch=8-batch_idx=0.wav,p272/libri_mask-FT/FT/p272_091-epoch=9-batch_idx=0.wav,p272/raw/p272_091.wav,p272/FT-mask/FT/p272_091-epoch=0-batch_idx=0.wav,p272/mask-FT/mask/p272_091-epoch=5-batch_idx=0.wav,p272/FT-mask/mask/p272_091-epoch=6-batch_idx=0.wav,someone who cares
p231/ref/p231_194.wav,p231/ref/p231_254.wav,p231/FT-mask/mask/p231_101-epoch=13-batch_idx=0.wav,p231/mask-FT/mask/p231_101-epoch=5-batch_idx=0.wav,p231/FT-mask/FT/p231_101-epoch=8-batch_idx=0.wav,p231/libri_mask-FT/libri_mask/p231_101-epoch=6-batch_idx=0.wav,p231/joint/joint/p231_101-epoch=15-batch_idx=0.wav,p231/raw/p231_101.wav,p231/mask-FT/FT/p231_101-epoch=11-batch_idx=0.wav,p231/recon/p231_101.recon.wav,p231/libri_mask-FT/FT/p231_101-epoch=25-batch_idx=0.wav,"that time is not now, however.",p326/ref/p326_219.wav,p326/ref/p326_359.wav,p326/libri_mask-FT/libri_mask/p326_161-epoch=6-batch_idx=0.wav,p326/FT-mask/FT/p326_161-epoch=4-batch_idx=0.wav,p326/recon/p326_161.recon.wav,p326/libri_mask-FT/FT/p326_161-epoch=11-batch_idx=0.wav,p326/mask-FT/FT/p326_161-epoch=11-batch_idx=0.wav,p326/FT-mask/mask/p326_161-epoch=8-batch_idx=0.wav,p326/mask-FT/mask/p326_161-epoch=5-batch_idx=0.wav,p326/raw/p326_161.wav,p326/joint/joint/p326_161-epoch=5-batch_idx=0.wav,she wanted to move.
p311/ref/p311_042.wav,p311/ref/p311_015.wav,p311/joint/joint/p311_311-epoch=6-batch_idx=0.wav,p311/raw/p311_311.wav,p311/libri_mask-FT/FT/p311_311-epoch=7-batch_idx=0.wav,p311/recon/p311_311.recon.wav,p311/mask-FT/mask/p311_311-epoch=5-batch_idx=0.wav,p311/mask-FT/FT/p311_311-epoch=6-batch_idx=0.wav,p311/libri_mask-FT/libri_mask/p311_311-epoch=6-batch_idx=0.wav,p311/FT-mask/mask/p311_311-epoch=6-batch_idx=0.wav,p311/FT-mask/FT/p311_311-epoch=0-batch_idx=0.wav,this is new money.,p269/ref/p269_334.wav,p269/ref/p269_172.wav,p269/libri_mask-FT/FT/p269_179-epoch=7-batch_idx=0.wav,p269/joint/joint/p269_179-epoch=14-batch_idx=0.wav,p269/libri_mask-FT/libri_mask/p269_179-epoch=5-batch_idx=0.wav,p269/FT-mask/mask/p269_179-epoch=10-batch_idx=0.wav,p269/mask-FT/mask/p269_179-epoch=5-batch_idx=0.wav,p269/recon/p269_179.recon.wav,p269/raw/p269_179.wav,p269/mask-FT/FT/p269_179-epoch=7-batch_idx=0.wav,p269/FT-mask/FT/p269_179-epoch=6-batch_idx=0.wav,but the petrol station does not get the benefit.
p273/ref/p273_147.wav,p273/ref/p273_334.wav,p273/libri_mask-FT/libri_mask/p273_419-epoch=6-batch_idx=0.wav,p273/raw/p273_419.wav,p273/mask-FT/FT/p273_419-epoch=6-batch_idx=0.wav,p273/FT-mask/mask/p273_419-epoch=6-batch_idx=0.wav,p273/libri_mask-FT/FT/p273_419-epoch=7-batch_idx=0.wav,p273/mask-FT/mask/p273_419-epoch=5-batch_idx=0.wav,p273/FT-mask/FT/p273_419-epoch=0-batch_idx=0.wav,p273/joint/joint/p273_419-epoch=5-batch_idx=0.wav,p273/recon/p273_419.recon.wav,that's been all around europe with me.,p341/ref/p341_114.wav,p341/ref/p341_171.wav,p341/recon/p341_199.recon.wav,p341/libri_mask-FT/FT/p341_199-epoch=6-batch_idx=0.wav,p341/raw/p341_199.wav,p341/mask-FT/mask/p341_199-epoch=5-batch_idx=0.wav,p341/FT-mask/FT/p341_199-epoch=0-batch_idx=0.wav,p341/joint/joint/p341_199-epoch=7-batch_idx=0.wav,p341/mask-FT/FT/p341_199-epoch=6-batch_idx=0.wav,p341/libri_mask-FT/libri_mask/p341_199-epoch=5-batch_idx=0.wav,p341/FT-mask/mask/p341_199-epoch=5-batch_idx=0.wav,what's the big idea?
